Total Time,Computation Time,Derived Communication Time,Measured Communication Time,Number of Nodes,Processes per Node,Working Set Size,Working Set Size (Bytes),Message Size,Message Size (Bytes),Total Time STD,Computation Time STD,Measured Communication Time STD,Derived Communication Time STD,Total Processes,Message Size Mul.,Number of Messages,Computational Load Type,Communication to Total Time Ratio
0.82430658046875,0.45530721640625,0.36899936406249995,0.36899045781249995,64,20,32MiB,33554432.0,256.0KiB,32768.0,0.031464369656328525,0.02559115466424409,0.045590135447622825,0.04559013810549817,1280.0,256KiB,2.0,MemoryBound,0.44763740403803387
1.2278430234375002,0.4766790078125,0.7511640156249999,0.75115652109375,64,20,32MiB,33554432.0,2.0MiB,262144.0,0.03165976104235194,0.054457642195204124,0.06326850119963325,0.06326848701339252,1280.0,2MiB,2.0,MemoryBound,0.6117691812026534
0.79433896875,0.4749466765625,0.3193922921875,0.31938343593749996,64,20,32MiB,33554432.0,32.0KiB,4096.0,0.030655106905201554,0.03278292977243093,0.05297008025362604,0.052970030010439054,1280.0,32KiB,4.0,MemoryBound,0.4020744902394668
0.8092117031249998,0.47406461250000004,0.335147090625,0.33513819375000004,64,20,32MiB,33554432.0,256.0KiB,32768.0,0.035098374155289276,0.0348760159242911,0.057182482126699206,0.057182267696836965,1280.0,256KiB,4.0,MemoryBound,0.4141539135627539
1.8172074656249997,0.44504428125000006,1.372163184375,1.372156084375,64,20,32MiB,33554432.0,2.0MiB,262144.0,0.04205961221415467,0.051824963057351986,0.05726961465397472,0.057269649792031585,1280.0,2MiB,4.0,MemoryBound,0.7550904948010814
0.8236893140625,0.43306849140625003,0.39062082265625,0.39061243828125003,64,20,32MiB,33554432.0,32.0KiB,4096.0,0.035072149085378125,0.030879892421180423,0.05433416377457307,0.054334153677158534,1280.0,32KiB,8.0,MemoryBound,0.4742230251291218
0.8802861546875,0.4564526562499999,0.42383349843749996,0.423825375,64,20,32MiB,33554432.0,256.0KiB,32768.0,0.03475069134594856,0.037043366230452096,0.05332815341745507,0.05332820060035659,1280.0,256KiB,8.0,MemoryBound,0.4814631841511323
0.989554,0.8782902968749999,0.111263703125,0.11125715625,64,2,128MiB,134217728.0,2.0MiB,262144.0,0.014414140316456627,0.005017358618398252,0.014057826499763787,0.01405817501400396,128.0,2MiB,2.0,MemoryBound,0.11243161692034997
1.4230224218749998,0.876790171875,0.54623225,0.546225609375,64,2,128MiB,134217728.0,16.0MiB,2097152.0,0.011218068958165048,0.004171186428398876,0.011560307872085942,0.011560480210073458,128.0,16MiB,2.0,MemoryBound,0.38384891269336663
1.0402787890625,0.8776217421875,0.162657046875,0.16265084375,64,2,128MiB,134217728.0,2.0MiB,262144.0,0.014178978872046558,0.0051807929054195215,0.014211932221199233,0.014212111482079386,128.0,2MiB,4.0,MemoryBound,0.1563531290458984
1.8824267109375001,0.8766033828124999,1.005823328125,1.0058168359375,64,2,128MiB,134217728.0,16.0MiB,2097152.0,0.015957583199372037,0.005884944734926752,0.01599097133139576,0.015991235463288442,128.0,16MiB,4.0,MemoryBound,0.5343192540210905
1.1591885781250002,0.8777102812500001,0.28147829687500003,0.28147199218749996,64,2,128MiB,134217728.0,2.0MiB,262144.0,0.020366949081404444,0.00643964884516411,0.020364298272150857,0.020364217740377118,128.0,2MiB,8.0,MemoryBound,0.24281812079513748
2.8504323124999997,0.87627365625,1.9741586562499998,1.97415271875,64,2,128MiB,134217728.0,16.0MiB,2097152.0,0.012957066926578855,0.002518266118028626,0.013120736649204321,0.013121134249416508,128.0,16MiB,8.0,MemoryBound,0.6925801079691487
1.0542784257812499,0.9336905507812501,0.120587875,0.12058148046875,64,4,128MiB,134217728.0,256.0KiB,32768.0,0.017521374388758837,0.006283721032401601,0.017345665393097665,0.017345481779081188,256.0,256KiB,2.0,MemoryBound,0.11437346863983842
1.1172335859375,0.93671834375,0.18051524218749998,0.18050974609374998,64,4,128MiB,134217728.0,2.0MiB,262144.0,0.019305067078735826,0.004881218576143251,0.019140347246198612,0.019140336911197715,256.0,2MiB,2.0,MemoryBound,0.16156849235988507
1.98071126953125,0.93661883203125,1.0440924375,1.0440871171875,64,4,128MiB,134217728.0,16.0MiB,2097152.0,0.015682977154834844,0.0037974608847235326,0.015875973486205647,0.015876103779663833,256.0,16MiB,2.0,MemoryBound,0.527127367450477
1.219091609375,0.93732605078125,0.28176555859374997,0.28176037890625,64,4,128MiB,134217728.0,2.0MiB,262144.0,0.018521493241904448,0.006011450655032445,0.019209080506959107,0.01920911316125446,256.0,2MiB,4.0,MemoryBound,0.23112322055165488
3.0100116718750005,0.936162734375,2.0738489375,2.0738438046875,64,4,128MiB,134217728.0,16.0MiB,2097152.0,0.021277594316010177,0.0047091441084480355,0.021285967825093496,0.021285973791534796,256.0,16MiB,4.0,MemoryBound,0.6889819810551293
1.46077690234375,0.9373697265625001,0.52340717578125,0.52340224609375,64,4,128MiB,134217728.0,2.0MiB,262144.0,0.014464999100004108,0.004750615571485912,0.014660800309293117,0.014660825880968294,256.0,2MiB,8.0,MemoryBound,0.35830402661349237
1.5007881777343748,1.20402130078125,0.296766876953125,0.29676180078125,64,8,128MiB,134217728.0,2.0MiB,262144.0,0.009707570916922642,0.00893447640088484,0.012154164605162067,0.012154482374799535,512.0,2MiB,2.0,MemoryBound,0.19773729909656443
3.3462689257812497,1.20548784765625,2.140781078125,2.1407760234374997,64,8,128MiB,134217728.0,16.0MiB,2097152.0,0.015333887939150637,0.011872090219334172,0.020603862266580796,0.02060403068239522,512.0,16MiB,2.0,MemoryBound,0.6397501428961496
1.762546416015625,1.199426255859375,0.5631201601562501,0.5631150976562501,64,8,128MiB,134217728.0,2.0MiB,262144.0,0.008473840122094683,0.01445995412104004,0.015835258930523153,0.01583551150628726,512.0,2MiB,4.0,MemoryBound,0.3194895138870817
5.56277558203125,1.18091503515625,4.381860546875001,4.381855396484375,64,8,128MiB,134217728.0,16.0MiB,2097152.0,0.0629230468107696,0.039223726538924454,0.07471615405845082,0.07471649039738477,512.0,16MiB,4.0,MemoryBound,0.7877102593601912
1.372665951171875,1.2058299609375,0.166835990234375,0.16683110546875,64,8,128MiB,134217728.0,256.0KiB,32768.0,0.008199109802549084,0.009056688420980601,0.0116749311760472,0.011674917032205797,512.0,256KiB,8.0,MemoryBound,0.1215380226531609
2.2957798007812498,1.2010922128906252,1.094687587890625,1.0946825312500001,64,8,128MiB,134217728.0,2.0MiB,262144.0,0.01579625076682555,0.016733165295082945,0.023757278576765132,0.023757419352717354,512.0,2MiB,8.0,MemoryBound,0.476823836013141
2.75476681640625,2.1597410830078125,0.5950257333984375,0.59501961328125,64,16,128MiB,134217728.0,2.0MiB,262144.0,0.013834789624655704,0.04088679495979025,0.04185231614846511,0.04185279271253118,1024.0,2MiB,2.0,MemoryBound,0.21599636300886144
6.483122004882813,2.14924840234375,4.333873602539063,4.333867596679687,64,16,128MiB,134217728.0,16.0MiB,2097152.0,0.04291225059481594,0.06841371824469623,0.07653783843116595,0.076538285016231,1024.0,16MiB,2.0,MemoryBound,0.6684846580730088
