Rank,Total Time,Computation Time,Derived Communication Time,Measured Communication Time,Message Size
8,0.097739,0.050733,0.047006,0.045553,1024
12,0.097777,0.050554,0.047223,0.040631,1024
0,0.097719,0.050268,0.047451,0.041527,1024
4,0.097770,0.050177,0.047593,0.042594,1024
3,0.075038,0.049979,0.025059,0.018458,1024
7,0.075084,0.050691,0.024393,0.018335,1024
15,0.075103,0.050741,0.024362,0.016384,1024
11,0.075066,0.050341,0.024725,0.021910,1024
5,0.075055,0.049777,0.025278,0.017567,1024
1,0.075060,0.049953,0.025107,0.018347,1024
10,0.097755,0.049956,0.047799,0.040176,1024
2,0.097731,0.050512,0.047219,0.041183,1024
6,0.097720,0.049583,0.048137,0.040294,1024
14,0.097726,0.049502,0.048224,0.041981,1024
9,0.075094,0.051121,0.023973,0.016608,1024
13,0.075068,0.049594,0.025474,0.019489,1024
