Rank,Total Time,Computation Time,Derived Communication Time,Measured Communication Time,Message Size
12,25.750871,25.567339,0.183532,0.127435,5792
4,25.751574,25.590400,0.161174,0.106195,5792
0,25.750955,25.576045,0.174910,0.043965,5792
8,25.753945,25.677481,0.076464,0.075407,5792
5,25.734180,25.598459,0.135721,0.095115,5792
13,25.734357,25.606237,0.128120,0.085915,5792
1,25.733663,25.581519,0.152144,0.117544,5792
14,25.751387,25.592645,0.158742,0.136291,5792
10,25.751352,25.588708,0.162644,0.150616,5792
2,25.754344,25.696921,0.057423,0.022930,5792
9,25.736219,25.677559,0.058660,0.015050,5792
11,25.737882,25.711202,0.026680,0.023058,5792
3,25.734026,25.578672,0.155354,0.121674,5792
15,25.734080,25.578107,0.155973,0.132394,5792
7,25.734770,25.600363,0.134407,0.111884,5792
6,25.751456,25.592122,0.159334,0.136511,5792
