Rank,Total Time,Computation Time,Derived Communication Time,Measured Communication Time,Message Size
0,1.023656,0.877160,0.146496,0.108158,40960
64,1.023624,0.876616,0.147008,0.107640,40960
19,0.955813,0.875483,0.080330,0.054568,40960
83,0.955699,0.875358,0.080341,0.054681,40960
16,1.012220,0.882293,0.129927,0.099344,40960
80,1.014673,0.873647,0.141026,0.101967,40960
46,0.977379,0.882374,0.095005,0.058750,40960
110,0.977285,0.873939,0.103346,0.067990,40960
53,0.949460,0.880172,0.069288,0.042011,40960
117,0.950646,0.873713,0.076933,0.056216,40960
37,0.967884,0.882217,0.085667,0.059531,40960
101,0.967578,0.875763,0.091815,0.058781,40960
87,0.961977,0.875616,0.086361,0.046767,40960
23,0.962828,0.876982,0.085846,0.050309,40960
27,0.957792,0.877819,0.079973,0.056361,40960
126,0.963444,0.876447,0.086997,0.055748,40960
120,0.997619,0.875796,0.121823,0.084141,40960
56,0.997866,0.879451,0.118415,0.084005,40960
73,0.963514,0.875370,0.088144,0.064924,40960
33,0.965701,0.879500,0.086201,0.059727,40960
92,0.987473,0.875925,0.111548,0.072362,40960
28,0.987826,0.884269,0.103557,0.070719,40960
91,0.957614,0.872298,0.085316,0.054457,40960
32,1.023867,0.880757,0.143110,0.106644,40960
96,1.023580,0.874965,0.148615,0.102578,40960
21,0.953199,0.882573,0.070626,0.049104,40960
85,0.953103,0.873575,0.079528,0.055539,40960
26,0.973381,0.880751,0.092630,0.065121,40960
124,0.987587,0.877445,0.110142,0.072187,40960
60,0.987631,0.883700,0.103931,0.068996,40960
11,0.958200,0.883302,0.074898,0.052923,40960
22,0.966049,0.883650,0.082399,0.059944,40960
20,0.987610,0.874618,0.112992,0.080484,40960
84,0.987662,0.878365,0.109297,0.073946,40960
113,0.967406,0.874630,0.092776,0.061962,40960
49,0.967516,0.881478,0.086038,0.065735,40960
7,0.972930,0.876893,0.096037,0.063246,40960
5,0.965121,0.883877,0.081244,0.054900,40960
6,0.974708,0.878036,0.096672,0.067153,40960
70,0.974486,0.873491,0.100995,0.069951,40960
62,0.963500,0.878728,0.084772,0.053939,40960
77,0.965679,0.876955,0.088724,0.056625,40960
13,0.965894,0.882261,0.083633,0.058940,40960
100,0.987905,0.875038,0.112867,0.077163,40960
69,0.964991,0.875472,0.089519,0.057883,40960
116,0.987712,0.878269,0.109443,0.077522,40960
52,0.987727,0.875829,0.111898,0.080752,40960
86,0.965663,0.873363,0.092300,0.065379,40960
45,0.965643,0.879230,0.086413,0.058648,40960
31,0.953073,0.879528,0.073545,0.043427,40960
95,0.952992,0.874550,0.078442,0.056295,40960
104,0.997780,0.878808,0.118972,0.077651,40960
40,0.997747,0.876404,0.121343,0.084066,40960
41,0.963592,0.879679,0.083913,0.058217,40960
127,0.955530,0.875788,0.079742,0.046840,40960
63,0.953173,0.879666,0.073507,0.050427,40960
66,0.973718,0.879585,0.094133,0.064482,40960
2,0.973720,0.879798,0.093922,0.066250,40960
123,0.957602,0.872414,0.085188,0.058813,40960
59,0.957696,0.876890,0.080806,0.057491,40960
79,0.965384,0.874699,0.090685,0.063190,40960
115,0.955708,0.875521,0.080187,0.053430,40960
68,0.987819,0.872669,0.115150,0.078613,40960
57,0.954093,0.883797,0.070296,0.040312,40960
30,0.962543,0.878050,0.084493,0.058658,40960
9,0.963591,0.879116,0.084475,0.057319,40960
24,0.997898,0.884983,0.112915,0.079777,40960
97,0.965541,0.872069,0.093472,0.057800,40960
3,0.956074,0.873454,0.082620,0.058029,40960
36,0.987995,0.877572,0.110423,0.075827,40960
109,0.967889,0.874454,0.093435,0.061088,40960
48,1.014527,0.885855,0.128672,0.099802,40960
99,0.955952,0.873588,0.082364,0.054992,40960
74,0.965258,0.879687,0.085571,0.062061,40960
10,0.965176,0.880539,0.084637,0.058005,40960
106,0.962754,0.876838,0.085916,0.055413,40960
42,0.962981,0.882519,0.080462,0.056287,40960
61,0.964783,0.878514,0.086269,0.056234,40960
125,0.964439,0.871401,0.093038,0.066047,40960
72,0.997677,0.872308,0.125369,0.084134,40960
58,0.973235,0.883209,0.090026,0.066213,40960
98,0.973780,0.876876,0.096904,0.061690,40960
76,0.987493,0.876493,0.111000,0.074927,40960
75,0.958067,0.875159,0.082908,0.053729,40960
122,0.972992,0.874471,0.098521,0.066679,40960
94,0.965720,0.877291,0.088429,0.055303,40960
1,0.958011,0.878167,0.079844,0.055598,40960
71,0.972992,0.878631,0.094361,0.063052,40960
88,0.997670,0.873185,0.124485,0.084657,40960
39,0.972951,0.878237,0.094714,0.055433,40960
67,0.956174,0.879152,0.077022,0.052086,40960
112,1.014536,0.878062,0.136474,0.096109,40960
51,0.956002,0.879034,0.076968,0.052279,40960
118,0.965213,0.872542,0.092671,0.068940,40960
15,0.965478,0.877824,0.087654,0.058028,40960
4,0.987969,0.878279,0.109690,0.075405,40960
34,0.973676,0.880324,0.093352,0.061619,40960
89,0.953194,0.871334,0.081860,0.056556,40960
14,0.977500,0.877227,0.100273,0.069890,40960
78,0.977432,0.875139,0.102293,0.070443,40960
114,0.960640,0.876404,0.084236,0.054943,40960
50,0.957093,0.878176,0.078917,0.057001,40960
107,0.958044,0.875176,0.082868,0.053154,40960
102,0.974547,0.875148,0.099399,0.061385,40960
38,0.974769,0.881723,0.093046,0.063059,40960
111,0.965304,0.869629,0.095675,0.070043,40960
47,0.965533,0.876582,0.088951,0.057971,40960
65,0.962843,0.873109,0.089734,0.062250,40960
12,0.987550,0.878280,0.109270,0.079026,40960
105,0.963356,0.872585,0.090771,0.066972,40960
54,0.965366,0.879910,0.085456,0.058270,40960
55,0.965044,0.876760,0.088284,0.057049,40960
119,0.964963,0.876522,0.088441,0.053073,40960
25,0.953507,0.876272,0.077235,0.045315,40960
81,0.967432,0.874106,0.093326,0.053541,40960
17,0.967797,0.884432,0.083365,0.055752,40960
18,0.965754,0.877758,0.087996,0.059973,40960
82,0.965512,0.872817,0.092695,0.059378,40960
43,0.958285,0.882182,0.076103,0.051740,40960
35,0.956192,0.879447,0.076745,0.052556,40960
90,0.973145,0.877359,0.095786,0.067499,40960
103,0.972819,0.872511,0.100308,0.060347,40960
121,0.953820,0.872176,0.081644,0.047912,40960
93,0.964489,0.874358,0.090131,0.060624,40960
29,0.964662,0.876711,0.087951,0.061770,40960
8,0.997859,0.880588,0.117271,0.080422,40960
44,0.987563,0.882045,0.105518,0.071763,40960
108,0.987524,0.878991,0.108533,0.069082,40960
