Rank,Total Time,Computation Time,Derived Communication Time,Measured Communication Time,Message Size
16,3.331981,3.197274,0.134707,0.130602,204800
8,3.331976,3.197320,0.134656,0.122332,204800
24,3.332604,3.224623,0.107981,0.105275,204800
0,3.332076,3.198533,0.133543,0.121664,204800
28,3.331452,3.196460,0.134992,0.122865,204800
12,3.331517,3.198374,0.133143,0.117169,204800
4,3.331501,3.198288,0.133213,0.119684,204800
20,3.331615,3.201597,0.130018,0.127996,204800
30,3.332042,3.201246,0.130796,0.119985,204800
10,3.332503,3.226834,0.105669,0.095534,204800
11,3.331983,3.197560,0.134423,0.127369,204800
19,3.331965,3.196620,0.135345,0.121112,204800
23,3.331917,3.198420,0.133497,0.122543,204800
31,3.331805,3.194856,0.136949,0.133823,204800
15,3.331850,3.196200,0.135650,0.118231,204800
3,3.331898,3.194607,0.137291,0.122501,204800
7,3.331926,3.197490,0.134436,0.116765,204800
27,3.332442,3.223832,0.108610,0.107156,204800
29,3.331637,3.196429,0.135208,0.124970,204800
5,3.331703,3.198621,0.133082,0.115228,204800
13,3.331679,3.198374,0.133305,0.123549,204800
25,3.331992,3.197448,0.134544,0.126761,204800
17,3.332570,3.225750,0.106820,0.102810,204800
9,3.331973,3.197486,0.134487,0.124901,204800
21,3.331782,3.200882,0.130900,0.126064,204800
1,3.331932,3.196367,0.135565,0.121196,204800
18,3.331998,3.197666,0.134332,0.125963,204800
2,3.331936,3.195974,0.135962,0.120569,204800
26,3.332020,3.198162,0.133858,0.129781,204800
22,3.331925,3.198450,0.133475,0.115335,204800
6,3.331900,3.198110,0.133790,0.120738,204800
14,3.331916,3.198656,0.133260,0.122991,204800
