Rank,Total Time,Computation Time,Derived Communication Time,Measured Communication Time,Message Size
128,1.499689,0.802413,0.697276,0.697274,51200
832,1.259699,0.802726,0.456973,0.456967,51200
192,1.429757,0.803678,0.626079,0.626075,51200
1216,1.479901,0.802073,0.677828,0.677824,51200
704,1.371624,0.802300,0.569324,0.569320,51200
896,1.445503,0.802169,0.643334,0.643329,51200
448,1.499841,0.802092,0.697749,0.697744,51200
320,1.498074,0.800977,0.697097,0.697092,51200
640,1.433005,0.801699,0.631306,0.631299,51200
1024,1.265319,0.802264,0.463055,0.463050,51200
576,1.484443,0.803692,0.680751,0.680746,51200
384,1.480564,0.809034,0.671530,0.671528,51200
1088,1.488928,0.802517,0.686411,0.686408,51200
0,1.492385,0.800050,0.692335,0.692331,51200
279,1.416370,0.801592,0.614778,0.614773,51200
1132,1.408170,0.802443,0.605727,0.605722,51200
719,1.306819,0.801851,0.504968,0.504964,51200
1040,1.384212,0.810076,0.574136,0.574131,51200
976,1.396142,0.802220,0.593922,0.593920,51200
848,1.413053,0.802141,0.610912,0.610906,51200
80,1.496042,0.801967,0.694075,0.694070,51200
656,1.483467,0.802086,0.681381,0.681375,51200
336,1.493026,0.802159,0.690867,0.690865,51200
16,1.485628,0.807448,0.678180,0.678173,51200
209,1.412798,0.803196,0.609602,0.609597,51200
1237,1.345768,0.802356,0.543412,0.543405,51200
149,1.256341,0.807688,0.448653,0.448649,51200
725,1.416224,0.802186,0.614038,0.614031,51200
1173,1.414343,0.802235,0.612108,0.612103,51200
21,1.352562,0.801412,0.551150,0.551146,51200
917,1.178174,0.802266,0.375908,0.375902,51200
853,1.405759,0.802357,0.603402,0.603397,51200
341,1.415064,0.802076,0.612988,0.612985,51200
213,1.427085,0.802152,0.624933,0.624930,51200
277,1.426920,0.801900,0.625020,0.625019,51200
85,1.424442,0.802184,0.622258,0.622253,51200
1109,1.186148,0.802349,0.383799,0.383794,51200
1045,1.416793,0.811748,0.605045,0.605040,51200
405,1.427039,0.803621,0.623418,0.623413,51200
661,1.404395,0.802127,0.602268,0.602257,51200
789,1.187837,0.802221,0.385616,0.385614,51200
533,1.416131,0.803960,0.612171,0.612165,51200
597,1.340302,0.803581,0.536721,0.536717,51200
981,1.207591,0.802654,0.404937,0.404935,51200
469,1.333461,0.802754,0.530707,0.530705,51200
284,1.445952,0.806434,0.639518,0.639517,51200
92,1.445737,0.802392,0.643345,0.643341,51200
796,1.203559,0.802310,0.401249,0.401243,51200
732,1.427184,0.802243,0.624941,0.624937,51200
476,1.412014,0.802585,0.609429,0.609421,51200
860,1.318676,0.802299,0.516377,0.516369,51200
1116,1.260950,0.802771,0.458179,0.458179,51200
156,1.438397,0.802425,0.635972,0.635968,51200
220,1.431987,0.802365,0.629622,0.629618,51200
668,1.255323,0.802196,0.453127,0.453124,51200
988,1.208869,0.804294,0.404575,0.404572,51200
604,1.439190,0.802267,0.636923,0.636916,51200
540,1.429438,0.803378,0.626060,0.626050,51200
1244,1.445016,0.801436,0.643580,0.643576,51200
348,1.393401,0.802146,0.591255,0.591252,51200
412,1.441102,0.802500,0.638602,0.638599,51200
1052,1.356900,0.802206,0.554694,0.554690,51200
1180,1.324984,0.802091,0.522893,0.522891,51200
924,1.363958,0.802469,0.561489,0.561483,51200
28,1.211440,0.812677,0.398763,0.398758,51200
811,1.315291,0.803237,0.512054,0.512050,51200
1195,1.174646,0.802228,0.372418,0.372416,51200
491,1.386167,0.802157,0.584010,0.584005,51200
363,1.381831,0.802261,0.579570,0.579567,51200
555,1.227088,0.802062,0.425026,0.425022,51200
171,1.340630,0.802017,0.538613,0.538612,51200
763,1.342670,0.806239,0.536431,0.536428,51200
610,1.430736,0.802263,0.628473,0.628471,51200
546,1.357194,0.802784,0.554410,0.554405,51200
994,1.189794,0.802218,0.387576,0.387570,51200
354,1.427282,0.802298,0.624984,0.624982,51200
34,1.330420,0.809248,0.521172,0.521165,51200
802,1.326180,0.802276,0.523904,0.523894,51200
162,1.439305,0.801932,0.637373,0.637370,51200
1122,1.427469,0.804097,0.623372,0.623365,51200
738,1.415501,0.802474,0.613027,0.613023,51200
98,1.427152,0.802308,0.624844,0.624840,51200
1186,1.205949,0.813557,0.392392,0.392385,51200
866,1.208085,0.802504,0.405581,0.405571,51200
1058,1.285360,0.802850,0.482510,0.482506,51200
1250,1.438723,0.801545,0.637178,0.637175,51200
226,1.359527,0.802347,0.557180,0.557179,51200
418,1.425796,0.802077,0.623719,0.623714,51200
290,1.439520,0.801890,0.637630,0.637628,51200
674,1.222465,0.802118,0.420347,0.420342,51200
930,1.307995,0.802201,0.505794,0.505784,51200
482,1.437837,0.802349,0.635488,0.635482,51200
317,1.411983,0.802144,0.609839,0.609837,51200
637,1.310426,0.802351,0.508075,0.508069,51200
381,1.408262,0.805705,0.602557,0.602551,51200
509,1.293723,0.802654,0.491069,0.491068,51200
829,1.179290,0.802335,0.376955,0.376948,51200
