Rank,Total Time,Computation Time,Derived Communication Time,Measured Communication Time,Message Size
640,0.301347,0.012765,0.288582,0.288580,25600
768,0.302067,0.012419,0.289648,0.289647,25600
896,0.302837,0.012191,0.290646,0.290640,25600
512,0.302339,0.012740,0.289599,0.289598,25600
581,0.173129,0.012580,0.160549,0.160548,25600
929,0.161087,0.013040,0.148047,0.148043,25600
417,0.161837,0.012282,0.149555,0.149553,25600
289,0.161442,0.013087,0.148355,0.148354,25600
801,0.160728,0.013006,0.147722,0.147717,25600
481,0.161430,0.012520,0.148910,0.148908,25600
97,0.161631,0.011969,0.149662,0.149657,25600
161,0.161637,0.012681,0.148956,0.148953,25600
33,0.161334,0.012122,0.149212,0.149210,25600
609,0.159332,0.012769,0.146563,0.146560,25600
353,0.161979,0.012168,0.149811,0.149808,25600
225,0.161332,0.012413,0.148919,0.148915,25600
545,0.160830,0.013073,0.147757,0.147754,25600
673,0.159273,0.012811,0.146462,0.146460,25600
737,0.159871,0.012047,0.147824,0.147822,25600
865,0.160503,0.013321,0.147182,0.147176,25600
993,0.161074,0.012204,0.148870,0.148868,25600
830,0.179360,0.013151,0.166209,0.166207,25600
28,0.206862,0.012546,0.194316,0.194313,25600
732,0.204708,0.012280,0.192428,0.192424,25600
988,0.205806,0.013021,0.192785,0.192781,25600
284,0.207113,0.012981,0.194132,0.194132,25600
220,0.205653,0.011963,0.193690,0.193687,25600
540,0.206016,0.012908,0.193108,0.193102,25600
412,0.207053,0.012529,0.194524,0.194522,25600
668,0.204493,0.012628,0.191865,0.191861,25600
604,0.204694,0.012430,0.192264,0.192262,25600
348,0.207064,0.012117,0.194947,0.194941,25600
796,0.204658,0.012633,0.192025,0.192021,25600
924,0.204663,0.012863,0.191800,0.191794,25600
860,0.204705,0.012472,0.192233,0.192230,25600
476,0.207076,0.012426,0.194650,0.194648,25600
156,0.205500,0.012616,0.192884,0.192882,25600
92,0.206479,0.012532,0.193947,0.193944,25600
1,0.163007,0.012979,0.150028,0.150022,25600
202,0.193008,0.012290,0.180718,0.180714,25600
201,0.174840,0.012210,0.162630,0.162625,25600
777,0.173399,0.012988,0.160411,0.160408,25600
296,0.245785,0.012747,0.233038,0.233036,25600
616,0.244688,0.013651,0.231037,0.231035,25600
1000,0.245685,0.013189,0.232496,0.232492,25600
744,0.244318,0.013064,0.231254,0.231251,25600
104,0.245986,0.013833,0.232153,0.232152,25600
808,0.244338,0.013636,0.230702,0.230696,25600
424,0.245881,0.012773,0.233108,0.233106,25600
262,0.194800,0.013793,0.181007,0.181004,25600
409,0.163377,0.013171,0.150206,0.150206,25600
281,0.162688,0.012702,0.149986,0.149985,25600
473,0.162527,0.012554,0.149973,0.149971,25600
857,0.161057,0.012733,0.148324,0.148319,25600
153,0.162517,0.012772,0.149745,0.149743,25600
665,0.161263,0.012633,0.148630,0.148626,25600
537,0.162102,0.012625,0.149477,0.149474,25600
89,0.162726,0.013097,0.149629,0.149626,25600
25,0.162718,0.012976,0.149742,0.149734,25600
345,0.163113,0.012646,0.150467,0.150463,25600
985,0.161738,0.012626,0.149112,0.149106,25600
729,0.160172,0.012806,0.147366,0.147365,25600
921,0.161266,0.012938,0.148328,0.148319,25600
217,0.162537,0.012449,0.150088,0.150084,25600
601,0.161405,0.012127,0.149278,0.149275,25600
320,0.304001,0.011987,0.292014,0.292010,25600
384,0.304416,0.012244,0.292172,0.292169,25600
128,0.304353,0.012411,0.291942,0.291941,25600
576,0.301366,0.012356,0.289010,0.289003,25600
448,0.304006,0.011509,0.292497,0.292493,25600
704,0.301246,0.012065,0.289181,0.289178,25600
960,0.302536,0.011935,0.290601,0.290599,25600
64,0.303710,0.012509,0.291201,0.291198,25600
192,0.303574,0.012263,0.291311,0.291311,25600
832,0.301576,0.011627,0.289949,0.289947,25600
256,0.303409,0.012996,0.290413,0.290411,25600
0,0.303186,0.012200,0.290986,0.290983,25600
