Rank,Total Time,Computation Time,Derived Communication Time,Measured Communication Time,Message Size
76,13.442196,12.791668,0.650528,0.569162,204800
32,13.442055,12.798956,0.643099,0.555984,204800
21,13.430447,12.795002,0.635445,0.574331,204800
5,13.430437,12.800198,0.630239,0.567668,204800
53,13.430292,12.792988,0.637304,0.570130,204800
57,13.430309,12.791689,0.638620,0.563205,204800
1,13.430228,12.787854,0.642374,0.572698,204800
65,13.430442,12.791735,0.638707,0.569119,204800
25,13.431264,12.801205,0.630059,0.563871,204800
41,13.430510,12.795500,0.635010,0.567218,204800
73,13.430510,12.790209,0.640301,0.574595,204800
33,13.430452,12.794163,0.636289,0.570765,204800
69,13.430317,12.792732,0.637585,0.597290,204800
14,13.442373,12.795570,0.646803,0.559993,204800
24,13.442015,12.796071,0.645944,0.560296,204800
72,13.442279,12.796481,0.645798,0.563162,204800
8,13.441895,12.909566,0.532329,0.490489,204800
56,13.442067,12.789920,0.652147,0.565068,204800
4,13.442136,12.796804,0.645332,0.559136,204800
36,13.442294,12.796269,0.646025,0.564440,204800
68,13.442183,12.794626,0.647557,0.568618,204800
64,13.442847,12.804027,0.638820,0.561601,204800
28,13.442228,12.794127,0.648101,0.597439,204800
44,13.442267,12.794838,0.647429,0.565838,204800
16,13.442495,12.790205,0.652290,0.567911,204800
12,13.442382,12.797202,0.645180,0.564698,204800
48,13.453861,12.917951,0.535910,0.476418,204800
60,13.442008,12.817453,0.624555,0.558976,204800
20,13.442747,12.818184,0.624563,0.579164,204800
52,13.442253,12.795390,0.646863,0.563257,204800
40,13.441839,12.790730,0.651109,0.582073,204800
77,13.430777,12.808970,0.621807,0.562913,204800
45,13.430428,12.793824,0.636604,0.566822,204800
29,13.430286,12.788619,0.641667,0.583239,204800
49,13.430279,12.787364,0.642915,0.600205,204800
9,13.438795,13.013883,0.424912,0.388776,204800
13,13.430403,12.793160,0.637243,0.569396,204800
37,13.431925,12.815884,0.616041,0.556763,204800
61,13.430376,12.793086,0.637290,0.562685,204800
17,13.430435,12.790605,0.639830,0.605337,204800
18,13.448565,13.021695,0.426870,0.385439,204800
27,13.430365,12.789269,0.641096,0.576322,204800
75,13.430308,12.792642,0.637666,0.557342,204800
39,13.430329,12.798179,0.632150,0.564241,204800
3,13.430258,12.788008,0.642250,0.574973,204800
51,13.430476,12.793823,0.636653,0.581540,204800
11,13.431248,12.804018,0.627230,0.586242,204800
31,13.430421,12.794248,0.636173,0.572930,204800
63,13.430521,12.806503,0.624018,0.560276,204800
19,13.430233,12.788264,0.641969,0.633170,204800
23,13.430470,12.794807,0.635663,0.570677,204800
43,13.430589,12.793372,0.637217,0.564746,204800
15,13.430697,12.795176,0.635521,0.570496,204800
7,13.430255,12.789723,0.640532,0.583887,204800
55,13.431331,12.808241,0.623090,0.557081,204800
71,13.430437,12.791261,0.639176,0.559254,204800
47,13.430407,12.792468,0.637939,0.586038,204800
46,13.442197,12.794979,0.647218,0.561997,204800
0,13.441663,12.777576,0.664087,0.639187,204800
38,13.442254,12.795406,0.646848,0.580608,204800
26,13.442082,12.797524,0.644558,0.561739,204800
42,13.442100,12.790483,0.651617,0.563484,204800
30,13.442243,12.794541,0.647702,0.575640,204800
2,13.443039,12.796710,0.646329,0.560046,204800
22,13.442194,12.793366,0.648828,0.560816,204800
70,13.442005,12.789429,0.652576,0.587899,204800
6,13.442782,12.815839,0.626943,0.551577,204800
74,13.442200,12.796946,0.645254,0.562053,204800
50,13.441737,12.815507,0.626230,0.594425,204800
66,13.442042,12.795478,0.646564,0.554114,204800
10,13.443220,12.842232,0.600988,0.559800,204800
79,13.430687,12.807573,0.623114,0.581158,204800
59,13.436842,13.015160,0.421682,0.397288,204800
35,13.430339,12.791358,0.638981,0.567453,204800
67,13.430583,12.794280,0.636303,0.572733,204800
78,13.442128,12.789270,0.652858,0.586393,204800
62,13.442346,12.796898,0.645448,0.564056,204800
54,13.442295,12.794380,0.647915,0.567106,204800
34,13.442172,12.792011,0.650161,0.565178,204800
58,13.442256,12.799371,0.642885,0.579014,204800
