Rank,Total Time,Computation Time,Derived Communication Time,Measured Communication Time,Message Size
896,9.344151,8.879994,0.464157,0.407634,81920
832,9.342730,8.821870,0.520860,0.446594,81920
128,9.344653,8.850134,0.494519,0.415278,81920
0,9.341940,8.790256,0.551684,0.445203,81920
384,9.344274,8.840519,0.503755,0.434527,81920
320,9.341961,8.820967,0.520994,0.463230,81920
768,9.344565,8.855466,0.489099,0.406577,81920
576,9.343464,8.859854,0.483610,0.423766,81920
544,9.343031,8.849631,0.493400,0.404805,81920
288,9.340896,8.790532,0.550364,0.467880,81920
572,9.344582,8.854095,0.490487,0.379329,81920
956,9.343655,8.817780,0.525875,0.410573,81920
124,9.345816,8.899867,0.445949,0.367284,81920
60,9.343358,8.836494,0.506864,0.409275,81920
700,9.344031,8.854360,0.489671,0.389519,81920
380,9.345488,8.893216,0.452272,0.366639,81920
636,9.344742,8.862664,0.482078,0.384380,81920
1020,9.345690,8.888452,0.457238,0.368360,81920
316,9.348875,8.897204,0.451671,0.375439,81920
892,9.345437,8.881887,0.463550,0.366963,81920
444,9.343855,8.855785,0.488070,0.409021,81920
188,9.342667,8.819270,0.523397,0.428964,81920
508,9.346080,8.886062,0.460018,0.364554,81920
828,9.343008,8.842907,0.500101,0.413506,81920
764,9.344558,8.799285,0.545273,0.448427,81920
252,9.345368,8.886514,0.458854,0.375482,81920
774,9.330426,8.902593,0.427833,0.335436,81920
582,9.331076,8.851578,0.479498,0.397832,81920
902,9.326762,8.894329,0.432433,0.337257,81920
710,9.331058,8.871507,0.459551,0.365993,81920
646,9.327863,8.892751,0.435112,0.345894,81920
966,9.330062,8.857610,0.472452,0.366980,81920
838,9.330057,8.859683,0.470374,0.369550,81920
134,9.327857,8.889588,0.438269,0.349339,81920
262,9.326053,8.839474,0.486579,0.393832,81920
518,9.328089,8.849510,0.478579,0.396253,81920
70,9.331395,8.868758,0.462637,0.354461,81920
198,9.328923,8.864599,0.464324,0.364105,81920
326,9.329249,8.824767,0.504482,0.416502,81920
454,9.331491,8.848484,0.483007,0.388211,81920
390,9.327286,8.865867,0.461419,0.378106,81920
6,9.327775,8.892117,0.435658,0.337918,81920
945,9.322524,8.849355,0.473169,0.420616,81920
561,9.321847,8.856646,0.465201,0.401475,81920
525,9.321141,8.859021,0.462120,0.371137,81920
333,9.319148,8.855910,0.463238,0.373750,81920
269,9.321650,8.851846,0.469804,0.375203,81920
909,9.321073,8.857604,0.463469,0.367131,81920
781,9.322133,8.857547,0.464586,0.351881,81920
13,9.320379,8.840162,0.480217,0.373367,81920
461,9.320294,8.880482,0.439812,0.347605,81920
205,9.318695,8.839925,0.478770,0.381498,81920
653,9.325106,8.951336,0.373770,0.293045,81920
589,9.319313,8.833419,0.485894,0.394417,81920
77,9.319950,8.845571,0.474379,0.364577,81920
139,9.325977,8.859508,0.466469,0.367581,81920
267,9.330095,8.933544,0.396551,0.303849,81920
11,9.326425,8.908700,0.417725,0.327386,81920
587,9.326669,8.926912,0.399757,0.311945,81920
523,9.326637,8.872284,0.454353,0.361741,81920
843,9.324849,8.911502,0.413347,0.320570,81920
971,9.325195,8.904804,0.420391,0.320123,81920
459,9.325226,8.894516,0.430710,0.326393,81920
395,9.326329,8.841935,0.484394,0.337441,81920
